formula,space_group,structure,id,formation_energy
Ag12P17,I-43m,"[{'data': {'a': [-5.169148200000001e-10, 5.169148200000001e-10, 5.169148200000001e-10], 'b': [5.169148200000001e-10, -5.169148200000001e-10, 5.169148200000001e-10], 'c': [5.169148200000001e-10, 5.169148200000001e-10, -5.169148200000001e-10], 'atoms': [{'x': 3.7044783798586023e-10, 'y': -1.4945055232540142e-10, 'z': 3.704478379858603e-10, 'element': 'Ag'}, {'x': 1.4646698201413981e-10, 'y': 3.6746426767459873e-10, 'z': 1.4646698201413981e-10, 'element': 'Ag'}, {'x': -1.4646698201413981e-10, 'y': 6.663653723254015e-10, 'z': 1.4646698201413981e-10, 'element': 'Ag'}, {'x': 1.4646698201413984e-10, 'y': 6.663653723254015e-10, 'z': -1.4646698201413984e-10, 'element': 'Ag'}, {'x': -1.4646698201413981e-10, 'y': 1.4646698201413981e-10, 'z': 6.663653723254015e-10, 'element': 'Ag'}, {'x': 1.4646698201413984e-10, 'y': -1.4646698201413984e-10, 'z': 6.663653723254015e-10, 'element': 'Ag'}, {'x': 1.4646698201413981e-10, 'y': 1.4646698201413984e-10, 'z': 3.6746426767459873e-10, 'element': 'Ag'}, {'x': 3.704478379858603e-10, 'y': 3.704478379858603e-10, 'z': -1.4945055232540142e-10, 'element': 'Ag'}, {'x': 6.663653723254015e-10, 'y': 1.4646698201413984e-10, 'z': -1.4646698201413984e-10, 'element': 'Ag'}, {'x': 6.663653723254015e-10, 'y': -1.4646698201413981e-10, 'z': 1.4646698201413981e-10, 'element': 'Ag'}, {'x': -1.4945055232540147e-10, 'y': 3.704478379858603e-10, 'z': 3.704478379858603e-10, 'element': 'Ag'}, {'x': 3.674642676745987e-10, 'y': 1.4646698201413984e-10, 'z': 1.4646698201413981e-10, 'element': 'Ag'}, {'x': 1.0776441155154303e-10, 'y': 6.862339032021847e-10, 'z': 1.0776441155154298e-10, 'element': 'P'}, {'x': 4.0915040844845706e-10, 'y': 1.6931908320218467e-10, 'z': 4.0915040844845706e-10, 'element': 'P'}, {'x': 1.0776441155154303e-10, 'y': 3.475957367978155e-10, 'z': -1.0776441155154303e-10, 'element': 'P'}, {'x': -1.0776441155154303e-10, 'y': 3.475957367978155e-10, 'z': 1.0776441155154303e-10, 'element': 'P'}, {'x': 1.0776441155154303e-10, 'y': -1.0776441155154303e-10, 'z': 3.475957367978155e-10, 'element': 'P'}, {'x': -1.0776441155154303e-10, 'y': 1.0776441155154303e-10, 'z': 3.475957367978155e-10, 'element': 'P'}, {'x': 4.0915040844845706e-10, 'y': 4.091504084484571e-10, 'z': 1.693190832021847e-10, 'element': 'P'}, {'x': 1.0776441155154302e-10, 'y': 1.0776441155154302e-10, 'z': 6.862339032021847e-10, 'element': 'P'}, {'x': 3.475957367978155e-10, 'y': -1.0776441155154303e-10, 'z': 1.0776441155154303e-10, 'element': 'P'}, {'x': 3.475957367978155e-10, 'y': 1.0776441155154303e-10, 'z': -1.0776441155154303e-10, 'element': 'P'}, {'x': 6.862339032021847e-10, 'y': 1.0776441155154303e-10, 'z': 1.0776441155154298e-10, 'element': 'P'}, {'x': 1.6931908320218461e-10, 'y': 4.091504084484571e-10, 'z': 4.0915040844845706e-10, 'element': 'P'}, {'x': 1.3459962573083882e-10, 'y': -1.3459962573083882e-10, 'z': 1.3459962573083882e-10, 'element': 'P'}, {'x': 3.8231519426916125e-10, 'y': 3.8231519426916125e-10, 'z': 3.8231519426916125e-10, 'element': 'P'}, {'x': 1.3459962573083882e-10, 'y': 1.3459962573083882e-10, 'z': -1.3459962573083882e-10, 'element': 'P'}, {'x': -1.3459962573083882e-10, 'y': 1.3459962573083882e-10, 'z': 1.3459962573083882e-10, 'element': 'P'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'P'}]}, 'natoms': 29, 'element': {'P': 17, 'Ag': 12}}]",PN_UPSZI3BSPL3ZIDKZUGOE67C2YN2K6RZS,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr'}, 'value_per_atom': 0.12073842480630602, 'value': 3.5014143193828744}"
BaP3,Pm-3m,"[{'data': {'a': [5.91209236e-10, 0, 0], 'b': [0, 5.91209236e-10, 0], 'c': [0, 0, 5.91209236e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Ba'}, {'x': 2.95604618e-10, 'y': 0, 'z': 0, 'element': 'P'}, {'x': 0, 'y': 2.95604618e-10, 'z': 0, 'element': 'P'}, {'x': 0, 'y': 0, 'z': 2.95604618e-10, 'element': 'P'}]}, 'natoms': 4, 'element': {'P': 3, 'Ba': 1}}]",PN_RJ44AV7HTPOA3YTSFDQLGM2IMSZJ2PXR,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': 1.7239127617203445, 'value': 6.895651046881378}"
Ba4Rh2,Cmcm,"[{'data': {'a': [1.97470413e-10, -1.057488336e-09, 0], 'b': [1.97470413e-10, 1.057488336e-09, 0], 'c': [0, 0, 5.761586450000001e-10], 'atoms': [{'x': 1.9747041299999996e-10, 'y': -8.426706841691279e-10, 'z': 0, 'element': 'Ba'}, {'x': 1.97470413e-10, 'y': -3.545563178261174e-10, 'z': 0, 'element': 'Ba'}, {'x': 1.97470413e-10, 'y': -9.731895958074241e-11, 'z': 2.8807932250000003e-10, 'element': 'Ba'}, {'x': 1.97470413e-10, 'y': -5.854333259237529e-10, 'z': 2.8807932250000003e-10, 'element': 'Ba'}, {'x': 1.97470413e-10, 'y': 4.3953614395637766e-10, 'z': 0, 'element': 'Rh'}, {'x': 1.97470413e-10, 'y': 7.354509054435187e-10, 'z': 2.8807932250000003e-10, 'element': 'Rh'}]}, 'natoms': 6, 'element': {'Rh': 2, 'Ba': 4}}]",PN_XIJGINGNP6QYBOGAK2F2WHYDQV2RFLKV,"{'reference': {'Rh': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7IQEcowSTDaJcMTtCigTSQ/7pAP54pzEP8-EwENC3ty75erNef2', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': -0.03275576953388123, 'value': -0.19653461720328735}"
Al2Cu4,Cmcm,"[{'data': {'a': [1.35472292e-10, -6.584113740000001e-10, 0], 'b': [1.35472292e-10, 6.584113740000001e-10, 0], 'c': [0, 0, 4.36723778e-10], 'atoms': [{'x': 1.35472292e-10, 'y': 6.498063982297819e-10, 'z': 0, 'element': 'Al'}, {'x': 1.35472292e-10, 'y': 8.176178778786959e-11, 'z': 2.18361889e-10, 'element': 'Al'}, {'x': 1.35472292e-10, 'y': 2.1643760890912554e-10, 'z': 0, 'element': 'Cu'}, {'x': 1.35472292e-10, 'y': -2.2336603229304505e-10, 'z': 0, 'element': 'Cu'}, {'x': 1.35472292e-10, 'y': -3.6188851652107615e-10, 'z': 2.18361889e-10, 'element': 'Cu'}, {'x': 1.35472292e-10, 'y': 5.151305902767534e-10, 'z': 2.18361889e-10, 'element': 'Cu'}]}, 'natoms': 6, 'element': {'Cu': 4, 'Al': 2}}]",PN_P5MGHQOTFKF4Z7DQ6MXVRKTDQO4OPZYC,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/uVTSZjDVQgSURDhx2j8aTT9Zvd6S', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-'}, 'value_per_atom': -0.08296684523922397, 'value': -0.4978010714353438}"
FeGe3,Pm-3m,"[{'data': {'a': [3.99141899e-10, 0, 0], 'b': [0, 3.99141899e-10, 0], 'c': [0, 0, 3.99141899e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Fe'}, {'x': 0, 'y': 1.995709495e-10, 'z': 1.995709495e-10, 'element': 'Ge'}, {'x': 1.995709495e-10, 'y': 0, 'z': 1.995709495e-10, 'element': 'Ge'}, {'x': 1.995709495e-10, 'y': 1.995709495e-10, 'z': 0, 'element': 'Ge'}]}, 'natoms': 4, 'element': {'Ge': 3, 'Fe': 1}}]",PN_GR4K7HHIDAUFG7GFDEOBD7QY57ENWGP4,"{'reference': {'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/2eVSxv5n6du3VVsS6uZHLFviKxDn', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.5245141898888992, 'value': 2.098056759555597}"
Al3Ca,Pm-3m,"[{'data': {'a': [4.3100532300000007e-10, 0, 0], 'b': [0, 4.3100532300000007e-10, 0], 'c': [0, 0, 4.3100532300000007e-10], 'atoms': [{'x': 0, 'y': 2.1550266150000003e-10, 'z': 2.1550266150000003e-10, 'element': 'Al'}, {'x': 2.1550266150000003e-10, 'y': 0, 'z': 2.1550266150000003e-10, 'element': 'Al'}, {'x': 2.1550266150000003e-10, 'y': 2.1550266150000003e-10, 'z': 0, 'element': 'Al'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Ca'}]}, 'natoms': 4, 'element': {'Al': 3, 'Ca': 1}}]",PN_VVHFIBVP7KLL7XKT562USHQ3BSIXSG3C,"{'reference': {'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-', 'Ca': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/c08VF8Y4GAg0AFj1CQdui2kVY_IF'}, 'value_per_atom': -0.14854981075792262, 'value': -0.5941992430316905}"
Al17As12,I-43m,"[{'data': {'a': [-5.25268948e-10, 5.25268948e-10, 5.25268948e-10], 'b': [5.25268948e-10, -5.25268948e-10, 5.25268948e-10], 'c': [5.25268948e-10, 5.25268948e-10, -5.25268948e-10], 'atoms': [{'x': 1.3291503160216326e-10, 'y': 6.199019899729016e-10, 'z': 1.3291503160216326e-10, 'element': 'Al'}, {'x': 3.9235391639783676e-10, 'y': 9.46330419729017e-11, 'z': 3.9235391639783676e-10, 'element': 'Al'}, {'x': 1.3291503160216326e-10, 'y': 4.306359060270982e-10, 'z': -1.3291503160216326e-10, 'element': 'Al'}, {'x': -1.329150316021633e-10, 'y': 4.306359060270982e-10, 'z': 1.329150316021633e-10, 'element': 'Al'}, {'x': 1.3291503160216326e-10, 'y': -1.3291503160216326e-10, 'z': 4.306359060270982e-10, 'element': 'Al'}, {'x': -1.329150316021633e-10, 'y': 1.329150316021633e-10, 'z': 4.306359060270982e-10, 'element': 'Al'}, {'x': 3.9235391639783676e-10, 'y': 3.923539163978367e-10, 'z': 9.46330419729017e-11, 'element': 'Al'}, {'x': 1.3291503160216326e-10, 'y': 1.329150316021633e-10, 'z': 6.199019899729016e-10, 'element': 'Al'}, {'x': 4.306359060270982e-10, 'y': -1.329150316021633e-10, 'z': 1.329150316021633e-10, 'element': 'Al'}, {'x': 4.306359060270982e-10, 'y': 1.3291503160216326e-10, 'z': -1.3291503160216326e-10, 'element': 'Al'}, {'x': 6.199019899729016e-10, 'y': 1.3291503160216332e-10, 'z': 1.3291503160216326e-10, 'element': 'Al'}, {'x': 9.463304197290176e-11, 'y': 3.923539163978367e-10, 'z': 3.9235391639783676e-10, 'element': 'Al'}, {'x': 1.5065983003687314e-10, 'y': -1.5065983003687314e-10, 'z': 1.5065983003687314e-10, 'element': 'Al'}, {'x': 3.746091179631268e-10, 'y': 3.746091179631268e-10, 'z': 3.746091179631268e-10, 'element': 'Al'}, {'x': 1.5065983003687314e-10, 'y': 1.5065983003687314e-10, 'z': -1.5065983003687314e-10, 'element': 'Al'}, {'x': -1.5065983003687314e-10, 'y': 1.5065983003687314e-10, 'z': 1.5065983003687314e-10, 'element': 'Al'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Al'}, {'x': 3.994685687393281e-10, 'y': -1.5932992454525057e-10, 'z': 3.9946856873932816e-10, 'element': 'As'}, {'x': 1.2580037926067184e-10, 'y': 3.6593902345474936e-10, 'z': 1.2580037926067182e-10, 'element': 'As'}, {'x': -1.258003792606718e-10, 'y': 6.845988725452506e-10, 'z': 1.258003792606718e-10, 'element': 'As'}, {'x': 1.2580037926067182e-10, 'y': 6.845988725452506e-10, 'z': -1.2580037926067182e-10, 'element': 'As'}, {'x': -1.258003792606718e-10, 'y': 1.258003792606718e-10, 'z': 6.845988725452506e-10, 'element': 'As'}, {'x': 1.2580037926067182e-10, 'y': -1.2580037926067182e-10, 'z': 6.845988725452506e-10, 'element': 'As'}, {'x': 1.2580037926067184e-10, 'y': 1.2580037926067182e-10, 'z': 3.6593902345474936e-10, 'element': 'As'}, {'x': 3.994685687393281e-10, 'y': 3.9946856873932816e-10, 'z': -1.593299245452506e-10, 'element': 'As'}, {'x': 6.845988725452506e-10, 'y': 1.2580037926067182e-10, 'z': -1.2580037926067182e-10, 'element': 'As'}, {'x': 6.845988725452506e-10, 'y': -1.258003792606718e-10, 'z': 1.258003792606718e-10, 'element': 'As'}, {'x': -1.5932992454525057e-10, 'y': 3.994685687393281e-10, 'z': 3.9946856873932805e-10, 'element': 'As'}, {'x': 3.6593902345474936e-10, 'y': 1.2580037926067184e-10, 'z': 1.2580037926067187e-10, 'element': 'As'}]}, 'natoms': 29, 'element': {'As': 12, 'Al': 17}}]",PN_O5R5U522KHAEZB3GOQBXEGPT3F64VYNO,"{'reference': {'As': 'https://nomad-lab.eu/prod/rae/gui/entry/id/irNjB3eBSxiA5Zsr3-mMcg/kWw6gjhjpszGSs-lJVXHTwQkY4RP', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-'}, 'value_per_atom': 0.018771624295947108, 'value': 0.5443771045824661}"
Cu17In12,I-43m,"[{'data': {'a': [-4.9983639e-10, 4.9983639e-10, 4.9983639e-10], 'b': [4.9983639e-10, -4.9983639e-10, 4.9983639e-10], 'c': [4.9983639e-10, 4.9983639e-10, -4.9983639e-10], 'atoms': [{'x': 3.654636438423906e-10, 'y': -6.409150111429442e-11, 'z': 3.654636438423906e-10, 'element': 'Cu'}, {'x': 1.3437274615760944e-10, 'y': 4.3574488888570557e-10, 'z': 1.3437274615760944e-10, 'element': 'Cu'}, {'x': 1.343727461576094e-10, 'y': 5.639278911142944e-10, 'z': -1.343727461576094e-10, 'element': 'Cu'}, {'x': -1.343727461576094e-10, 'y': 5.639278911142944e-10, 'z': 1.343727461576094e-10, 'element': 'Cu'}, {'x': 5.639278911142944e-10, 'y': 1.343727461576094e-10, 'z': -1.343727461576094e-10, 'element': 'Cu'}, {'x': 5.639278911142944e-10, 'y': -1.343727461576094e-10, 'z': 1.343727461576094e-10, 'element': 'Cu'}, {'x': 4.3574488888570557e-10, 'y': 1.3437274615760944e-10, 'z': 1.3437274615760944e-10, 'element': 'Cu'}, {'x': -6.409150111429444e-11, 'y': 3.6546364384239067e-10, 'z': 3.654636438423906e-10, 'element': 'Cu'}, {'x': -1.343727461576094e-10, 'y': 1.343727461576094e-10, 'z': 5.639278911142944e-10, 'element': 'Cu'}, {'x': 1.343727461576094e-10, 'y': -1.343727461576094e-10, 'z': 5.639278911142944e-10, 'element': 'Cu'}, {'x': 3.6546364384239067e-10, 'y': 3.6546364384239067e-10, 'z': -6.409150111429442e-11, 'element': 'Cu'}, {'x': 1.3437274615760944e-10, 'y': 1.343727461576094e-10, 'z': 4.3574488888570557e-10, 'element': 'Cu'}, {'x': 3.3592469774019097e-10, 'y': -3.3592469774019097e-10, 'z': 3.3592469774019097e-10, 'element': 'Cu'}, {'x': 1.6391169225980913e-10, 'y': 1.6391169225980913e-10, 'z': 1.6391169225980913e-10, 'element': 'Cu'}, {'x': -3.3592469774019097e-10, 'y': 3.3592469774019097e-10, 'z': 3.3592469774019097e-10, 'element': 'Cu'}, {'x': 3.3592469774019097e-10, 'y': 3.3592469774019097e-10, 'z': -3.3592469774019097e-10, 'element': 'Cu'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Cu'}, {'x': 1.0124452492245869e-10, 'y': 6.937987958466382e-10, 'z': 1.0124452492245869e-10, 'element': 'In'}, {'x': 3.985918650775413e-10, 'y': 1.93962415843366e-10, 'z': 3.985918650775413e-10, 'element': 'In'}, {'x': -1.0124451992409482e-10, 'y': 3.0587397915499804e-10, 'z': 1.0124451992409482e-10, 'element': 'In'}, {'x': 1.0124451992409482e-10, 'y': 3.0587397915499804e-10, 'z': -1.0124451992409482e-10, 'element': 'In'}, {'x': 3.0587397915499804e-10, 'y': -1.0124451992409482e-10, 'z': 1.0124451992409482e-10, 'element': 'In'}, {'x': 3.0587397915499804e-10, 'y': 1.0124451992409482e-10, 'z': -1.0124451992409482e-10, 'element': 'In'}, {'x': 1.93962415843366e-10, 'y': 3.985918650775413e-10, 'z': 3.985918650775413e-10, 'element': 'In'}, {'x': 6.937987958466382e-10, 'y': 1.0124452492245869e-10, 'z': 1.0124452492245869e-10, 'element': 'In'}, {'x': 1.0124451992409482e-10, 'y': -1.0124451992409482e-10, 'z': 3.0587397915499804e-10, 'element': 'In'}, {'x': -1.0124451992409482e-10, 'y': 1.0124451992409482e-10, 'z': 3.0587397915499804e-10, 'element': 'In'}, {'x': 1.0124452492245872e-10, 'y': 1.0124452492245872e-10, 'z': 6.937987958466382e-10, 'element': 'In'}, {'x': 3.985918650775413e-10, 'y': 3.9859186507754136e-10, 'z': 1.93962415843366e-10, 'element': 'In'}]}, 'natoms': 29, 'element': {'Cu': 17, 'In': 12}}]",PN_XS73KASPVFXOPMXR7CWUZ6B4ASZRROCT,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/uVTSZjDVQgSURDhx2j8aTT9Zvd6S', 'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/Zqtd881RT5CfgKZ3B6_mTg/jidMzp8f26ns8Jif2fj8Gy8eG6id'}, 'value_per_atom': 0.25141563145785945, 'value': 7.291053312277924}"
Au2Br,I4/mmm,"[{'data': {'a': [-1.7325992800000001e-10, 1.7325992800000001e-10, 5.38171518e-10], 'b': [1.7325992800000001e-10, -1.7325992800000001e-10, 5.38171518e-10], 'c': [1.7325992800000001e-10, 1.7325992800000001e-10, -5.38171518e-10], 'atoms': [{'x': -7.360666888820154e-29, 'y': 7.360666888820154e-29, 'z': 1.988217627070092e-11, 'element': 'Au'}, {'x': 3.7665074022017576e-27, 'y': -3.7665074022017576e-27, 'z': 6.976798405536787e-10, 'element': 'Au'}, {'x': 1.2752451383863915e-28, 'y': -1.2752451383863915e-28, 'z': 3.5878100841218983e-10, 'element': 'Br'}]}, 'natoms': 3, 'element': {'Br': 1, 'Au': 2}}]",PN_GCNA7DR4MXZ4UIIHFGEZFP5LYLXZBQEC,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'Au': 'https://nomad-lab.eu/prod/rae/gui/entry/id/VIw_UIvgSh6gxyn98Y4wQg/obkWaha46SJyE2R6mKrpCv-Z4ZwG'}, 'value_per_atom': 0.27182522204908377, 'value': 0.8154756661472513}"
CeCu5,P6/mmm,"[{'data': {'a': [5.15747102e-10, 1.278e-15, 0], 'b': [-2.57872504e-10, 4.46650789e-10, 0], 'c': [0, 0, 4.11516855e-10], 'atoms': [{'x': 4.70105408906e-15, 'y': 8.213931409889999e-15, 'z': 0, 'element': 'Ce'}, {'x': 2.578738897313214e-10, 'y': 1.48904184371073e-10, 'z': 0, 'element': 'Cu'}, {'x': 1.7931711759795502e-14, 'y': 2.977771517396827e-10, 'z': 0, 'element': 'Cu'}, {'x': 2.5787411059346866e-10, 'y': 3.99335361091e-15, 'z': 2.057588637078663e-10, 'element': 'Cu'}, {'x': 1.2893824281826462e-10, 'y': 2.2332648908679531e-10, 'z': 2.057588637078663e-10, 'element': 'Cu'}, {'x': -1.28933358654151e-10, 'y': 2.233273597734528e-10, 'z': 2.057588637078663e-10, 'element': 'Cu'}]}, 'natoms': 6, 'element': {'Cu': 5, 'Ce': 1}}]",PN_SKMMGELHHWFBIU7T7AVTRCVPVL4HFWAO,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/mAAfBZKmTQWDVL1ZPRsrVQ/RJxSjMDRsm3WyoHrN444BNogn6Zv', 'Ce': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/JsXn10Mg3mjkr_2RS8rOekFmtBq9'}, 'value_per_atom': -0.15029469049054356, 'value': -0.9017681429432614}"
Rh2W2,Pmma,"[{'data': {'a': [2.7681334e-10, 0, 0], 'b': [0, 0, 4.4669427e-10], 'c': [0, -4.84797885e-10, 0], 'atoms': [{'x': 0, 'y': -4.806138756373383e-10, 'z': 0, 'element': 'Rh'}, {'x': 0, 'y': -1.657816883697117e-10, 'z': 2.23347135e-10, 'element': 'Rh'}, {'x': 1.3840667e-10, 'y': -2.3941931167506495e-10, 'z': 0, 'element': 'W'}, {'x': 1.3840667e-10, 'y': -4.0697625233198507e-10, 'z': 2.23347135e-10, 'element': 'W'}]}, 'natoms': 4, 'element': {'Rh': 2, 'W': 2}}]",PN_A7WFSHLW4WG7WIFB3XND5VVGS6UR3CUC,"{'reference': {'Rh': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7IQEcowSTDaJcMTtCigTSQ/7pAP54pzEP8-EwENC3ty75erNef2', 'W': 'https://nomad-lab.eu/prod/rae/gui/entry/id/JriGWVUJSX2Vkeya5zzAPw/dcAjiz1dsca03eeBAM-fTgQjR8M_'}, 'value_per_atom': -0.1634060966863391, 'value': -0.6536243867453564}"
NbNi2,I4/mmm,"[{'data': {'a': [0, 3.16733504e-10, 0], 'b': [1.58366752e-10, -1.58366752e-10, 3.9386205300000004e-10], 'c': [3.16733504e-10, 0, 0], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Nb'}, {'x': 3.167335024163325e-10, 'y': 1.5836675284360457e-18, 'z': 2.6249647443190666e-10, 'element': 'Ni'}, {'x': 1.5836675358366753e-10, 'y': 1.583667504163325e-10, 'z': 1.3136557856809338e-10, 'element': 'Ni'}]}, 'natoms': 3, 'element': {'Nb': 1, 'Ni': 2}}]",PN_OANRJETIWLTEM4L3WIT2F42IZ3NN7EYC,"{'reference': {'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/q7lAKuoOTPWL1mJ5gkMDhg/2z6qKgNMlPjxK4R1fKqhhgll26lp'}, 'value_per_atom': -0.29722451300507063, 'value': -0.891673539015212}"
MoW3,Pmm2,"[{'data': {'a': [2.75703936e-10, 0, 0], 'b': [0, 0, 4.94307086e-10], 'c': [0, -4.81498412e-10, 0], 'atoms': [{'x': 0, 'y': -7.956713108458799e-13, 'z': 0, 'element': 'Mo'}, {'x': 0, 'y': -1.6046766127657523e-10, 'z': 2.47153543e-10, 'element': 'W'}, {'x': 1.37851968e-10, 'y': -2.404655552854908e-10, 'z': 0, 'element': 'W'}, {'x': 1.37851968e-10, 'y': -4.00768462250432e-10, 'z': 2.47153543e-10, 'element': 'W'}]}, 'natoms': 4, 'element': {'Mo': 1, 'W': 3}}]",PN_MUTN7PIQBCAWUPES3M2A4KU2XKBVRE53,"{'reference': {'Mo': 'https://nomad-lab.eu/prod/rae/gui/entry/id/miRFVZUUSvmc1uMMJkU4LA/TwiQxc0usHCKW3MtmHjbnh8mT5GC', 'W': 'https://nomad-lab.eu/prod/rae/gui/entry/id/JriGWVUJSX2Vkeya5zzAPw/dcAjiz1dsca03eeBAM-fTgQjR8M_'}, 'value_per_atom': 0.48387521118375076, 'value': 1.935500844735003}"
MoW2,I4/mmm,"[{'data': {'a': [-1.5878358900000002e-10, 1.5929129300000002e-10, 4.76212419e-10], 'b': [1.5878358900000002e-10, -1.5929129300000002e-10, 4.76212419e-10], 'c': [1.5878358900000002e-10, 1.5929129300000002e-10, -4.76212419e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Mo'}, {'x': -4.4778382814688514e-27, 'y': -4.350445948499961e-27, 'z': 6.348639864543619e-10, 'element': 'W'}, {'x': -1.9845102541016773e-27, 'y': -2.111902587070568e-27, 'z': 3.175608515456382e-10, 'element': 'W'}]}, 'natoms': 3, 'element': {'Mo': 1, 'W': 2}}]",PN_KVGFN327EPUDHKCXS777PPWUW4XRNGNI,"{'reference': {'Mo': 'https://nomad-lab.eu/prod/rae/gui/entry/id/miRFVZUUSvmc1uMMJkU4LA/TwiQxc0usHCKW3MtmHjbnh8mT5GC', 'W': 'https://nomad-lab.eu/prod/rae/gui/entry/id/JriGWVUJSX2Vkeya5zzAPw/dcAjiz1dsca03eeBAM-fTgQjR8M_'}, 'value_per_atom': -0.005416802691463829, 'value': -0.016250408074391487}"
Fe3Br,Pmmm,"[{'data': {'a': [2.76405098e-10, 0, 0], 'b': [0, 3.24321679e-10, 0], 'c': [0, 0, 5.66001506e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Br'}, {'x': 1.38202549e-10, 'y': 1.621608395e-10, 'z': 4.014459297954093e-10, 'element': 'Fe'}, {'x': 0, 'y': 0, 'z': 2.83000753e-10, 'element': 'Fe'}, {'x': 1.38202549e-10, 'y': 1.621608395e-10, 'z': 1.6455557620459077e-10, 'element': 'Fe'}]}, 'natoms': 4, 'element': {'Br': 1, 'Fe': 3}}]",PN_XBV354AQKXLQDKC7VPY2OLAEQIPGUXCI,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.8483269798622297, 'value': 3.393307919448919}"
